NAME,Total Households,Total Households with No Vehicle Available,Total Households with 1 Vehicle Available,Total Households with 2 Vehicles Available,Total Households with 3 Vehicles Available,Total Households with 4 or More Vehicles Available,Total 1-Person Households,1-Person Households with No Vehicle Available,1-Person Households with 1 Vehicle Available,1-Person Households with 2 Vehicles Available,1-Person Households with 3 Vehicles Available,1-Person Households with 4 or More Vehicles Available,Total 2-Person Households,2-Person Households with No Vehicle Available,2-Person Households with 1 Vehicle Available,2-Person Households with 2 Vehicles Available,2-Person Households with 3 Vehicles Available,2-Person Households with 4 or More Vehicles Available,Total 3-Person Households,3-Person Households with No Vehicle Available,3-Person Households with 1 Vehicle Available,3-Person Households with 2 Vehicles Available,3-Person Households with 3 Vehicles Available,3-Person Households with 4 or More Vehicles Available,Total 4-or-More-Person Households,4-or-More-Person Households with No Vehicle Available,4-or-More-Person Households with 1 Vehicle Available,4-or-More-Person Households with 2 Vehicles Available,4-or-More-Person Households with 3 Vehicles Available,state,county,tract,Census Tract,County,pct_no_vehicle,pct_fewer_vehicles
Census Tract 416.02; Rockingham County; North Carolina,1884.0,55.0,341.0,981.0,295.0,212.0,446.0,55.0,126.0,253.0,12.0,0.0,762.0,0.0,116.0,398.0,140.0,108.0,249.0,0.0,75.0,88.0,73.0,13.0,427.0,0.0,24.0,242.0,70.0,37,157,041602,416.02,Rockingham County,2.91932059447983,31.84713375796178
Census Tract 801.01; Davie County; North Carolina,1699.0,27.0,271.0,797.0,373.0,231.0,366.0,0.0,234.0,107.0,25.0,0.0,666.0,27.0,25.0,432.0,124.0,58.0,179.0,0.0,12.0,49.0,70.0,48.0,488.0,0.0,0.0,209.0,154.0,37,059,080101,801.01,Davie County,1.5891701000588583,18.952324896998235
Census Tract 801.02; Davie County; North Carolina,1246.0,15.0,171.0,514.0,305.0,241.0,279.0,0.0,137.0,113.0,29.0,0.0,580.0,10.0,30.0,276.0,195.0,69.0,145.0,0.0,0.0,81.0,14.0,50.0,242.0,5.0,4.0,44.0,67.0,37,059,080102,801.02,Davie County,1.2038523274478332,13.964686998394864
Census Tract 802; Davie County; North Carolina,2430.0,75.0,540.0,997.0,649.0,169.0,757.0,0.0,382.0,315.0,35.0,25.0,891.0,75.0,106.0,374.0,272.0,64.0,469.0,0.0,52.0,194.0,208.0,15.0,313.0,0.0,0.0,114.0,134.0,37,059,080200,802,Davie County,3.0864197530864197,22.263374485596707
Census Tract 803.01; Davie County; North Carolina,2501.0,295.0,675.0,867.0,461.0,203.0,981.0,247.0,564.0,98.0,59.0,13.0,859.0,29.0,102.0,475.0,240.0,13.0,271.0,19.0,9.0,96.0,62.0,85.0,390.0,0.0,0.0,198.0,100.0,37,059,080301,803.01,Davie County,11.795281887245102,27.988804478208717
Census Tract 803.02; Davie County; North Carolina,1250.0,69.0,196.0,200.0,468.0,317.0,231.0,0.0,147.0,53.0,31.0,0.0,559.0,41.0,42.0,50.0,254.0,172.0,186.0,0.0,7.0,8.0,125.0,46.0,274.0,28.0,0.0,89.0,58.0,37,059,080302,803.02,Davie County,5.52,17.2
Census Tract 804; Davie County; North Carolina,2166.0,99.0,201.0,933.0,557.0,376.0,434.0,43.0,164.0,162.0,65.0,0.0,904.0,56.0,37.0,351.0,260.0,200.0,380.0,0.0,0.0,97.0,199.0,84.0,448.0,0.0,0.0,323.0,33.0,37,059,080400,804,Davie County,4.570637119113574,25.669436749769158
Census Tract 805; Davie County; North Carolina,1794.0,74.0,547.0,668.0,289.0,216.0,482.0,16.0,364.0,42.0,28.0,32.0,601.0,30.0,82.0,330.0,96.0,63.0,298.0,0.0,29.0,193.0,42.0,34.0,413.0,28.0,72.0,103.0,123.0,37,059,080500,805,Davie County,4.124860646599777,30.824972129319956
Census Tract 806; Davie County; North Carolina,1644.0,47.0,454.0,577.0,329.0,237.0,561.0,35.0,380.0,119.0,0.0,27.0,482.0,12.0,52.0,215.0,146.0,57.0,279.0,0.0,22.0,110.0,80.0,67.0,322.0,0.0,0.0,133.0,103.0,37,059,080600,806,Davie County,2.8588807785888077,22.14111922141119
Census Tract 807.01; Davie County; North Carolina,1180.0,105.0,180.0,488.0,263.0,144.0,235.0,0.0,130.0,70.0,26.0,9.0,478.0,105.0,39.0,171.0,93.0,70.0,210.0,0.0,0.0,134.0,40.0,36.0,257.0,0.0,11.0,113.0,104.0,37,059,080701,807.01,Davie County,8.898305084745763,34.067796610169495
Census Tract 807.02; Davie County; North Carolina,963.0,45.0,220.0,366.0,218.0,114.0,237.0,14.0,129.0,63.0,31.0,0.0,336.0,15.0,20.0,137.0,147.0,17.0,190.0,16.0,51.0,72.0,32.0,19.0,200.0,0.0,20.0,94.0,8.0,37,059,080702,807.02,Davie County,4.672897196261682,31.360332294911736
Census Tract 9201; Watauga County; North Carolina,1692.0,58.0,402.0,765.0,335.0,132.0,544.0,0.0,335.0,190.0,19.0,0.0,662.0,28.0,64.0,336.0,178.0,56.0,187.0,0.0,0.0,148.0,39.0,0.0,299.0,30.0,3.0,91.0,99.0,37,189,920100,9201,Watauga County,3.4278959810874707,21.513002364066192
Census Tract 9202; Watauga County; North Carolina,1751.0,98.0,310.0,717.0,459.0,167.0,479.0,53.0,228.0,123.0,75.0,0.0,823.0,45.0,61.0,435.0,234.0,48.0,157.0,0.0,0.0,90.0,25.0,42.0,292.0,0.0,21.0,69.0,125.0,37,189,920200,9202,Watauga County,5.596801827527127,19.36036550542547
Census Tract 9203; Watauga County; North Carolina,1213.0,23.0,593.0,360.0,177.0,60.0,550.0,15.0,479.0,44.0,12.0,0.0,482.0,8.0,114.0,231.0,89.0,40.0,86.0,0.0,0.0,55.0,31.0,0.0,95.0,0.0,0.0,30.0,45.0,37,189,920300,9203,Watauga County,1.8961253091508656,18.301731244847485
Census Tract 9204; Watauga County; North Carolina,3726.0,363.0,1142.0,1365.0,580.0,276.0,1181.0,238.0,657.0,136.0,150.0,0.0,1255.0,125.0,175.0,753.0,118.0,84.0,864.0,0.0,282.0,325.0,257.0,0.0,426.0,0.0,28.0,151.0,55.0,37,189,920400,9204,Watauga County,9.742351046698873,35.53408480944713
Census Tract 9205; Watauga County; North Carolina,1070.0,69.0,470.0,482.0,43.0,6.0,347.0,43.0,252.0,52.0,0.0,0.0,608.0,26.0,218.0,345.0,13.0,6.0,62.0,0.0,0.0,47.0,15.0,0.0,53.0,0.0,0.0,38.0,15.0,37,189,920500,9205,Watauga County,6.4485981308411215,34.76635514018692
Census Tract 9206.01; Watauga County; North Carolina,2339.0,65.0,912.0,918.0,129.0,315.0,752.0,65.0,657.0,30.0,0.0,0.0,932.0,0.0,173.0,678.0,13.0,68.0,163.0,0.0,28.0,69.0,50.0,16.0,492.0,0.0,54.0,141.0,66.0,37,189,920601,9206.01,Watauga County,2.7789653698161607,22.659256092347157
Census Tract 9206.02; Watauga County; North Carolina,1177.0,3.0,316.0,500.0,200.0,158.0,309.0,0.0,243.0,59.0,7.0,0.0,442.0,3.0,68.0,302.0,50.0,19.0,266.0,0.0,5.0,106.0,113.0,42.0,160.0,0.0,0.0,33.0,30.0,37,189,920602,9206.02,Watauga County,0.2548853016142736,18.26677994902294
Census Tract 9207.01; Watauga County; North Carolina,889.0,34.0,204.0,462.0,96.0,93.0,227.0,22.0,148.0,38.0,0.0,19.0,440.0,12.0,24.0,325.0,38.0,41.0,129.0,0.0,20.0,59.0,22.0,28.0,93.0,0.0,12.0,40.0,36.0,37,189,920701,9207.01,Watauga County,3.824521934758155,21.25984251968504
Census Tract 9207.02; Watauga County; North Carolina,1236.0,29.0,301.0,583.0,219.0,104.0,322.0,29.0,199.0,94.0,0.0,0.0,468.0,0.0,58.0,275.0,101.0,34.0,221.0,0.0,44.0,116.0,61.0,0.0,225.0,0.0,0.0,98.0,57.0,37,189,920702,9207.02,Watauga County,2.3462783171521036,27.9126213592233
Census Tract 9207.03; Watauga County; North Carolina,2756.0,42.0,859.0,852.0,861.0,142.0,936.0,42.0,687.0,57.0,150.0,0.0,961.0,0.0,114.0,517.0,253.0,77.0,454.0,0.0,38.0,125.0,268.0,23.0,405.0,0.0,20.0,153.0,190.0,37,189,920703,9207.03,Watauga County,1.5239477503628447,17.851959361393323
Census Tract 9208; Watauga County; North Carolina,1164.0,40.0,391.0,510.0,158.0,65.0,394.0,40.0,237.0,117.0,0.0,0.0,624.0,0.0,142.0,354.0,80.0,48.0,43.0,0.0,0.0,12.0,27.0,4.0,103.0,0.0,12.0,27.0,51.0,37,189,920800,9208,Watauga County,3.436426116838488,20.017182130584192
Census Tract 9209; Watauga County; North Carolina,1780.0,38.0,667.0,599.0,235.0,241.0,559.0,36.0,503.0,4.0,0.0,16.0,808.0,2.0,129.0,394.0,199.0,84.0,145.0,0.0,35.0,87.0,2.0,21.0,268.0,0.0,0.0,114.0,34.0,37,189,920900,9209,Watauga County,2.134831460674157,22.640449438202246
Census Tract 9210; Watauga County; North Carolina,394.0,13.0,141.0,184.0,51.0,5.0,91.0,8.0,69.0,14.0,0.0,0.0,259.0,3.0,66.0,158.0,31.0,1.0,14.0,2.0,2.0,8.0,2.0,0.0,30.0,0.0,4.0,4.0,18.0,37,189,921000,9210,Watauga County,3.2994923857868024,24.619289340101524
Census Tract 9601.01; Wilkes County; North Carolina,1385.0,80.0,230.0,594.0,409.0,72.0,434.0,71.0,144.0,191.0,28.0,0.0,729.0,9.0,86.0,329.0,258.0,47.0,103.0,0.0,0.0,41.0,62.0,0.0,119.0,0.0,0.0,33.0,61.0,37,193,960101,9601.01,Wilkes County,5.776173285198556,17.32851985559567
Census Tract 9601.02; Wilkes County; North Carolina,1495.0,41.0,274.0,586.0,369.0,225.0,242.0,7.0,154.0,65.0,16.0,0.0,622.0,10.0,52.0,253.0,178.0,129.0,203.0,24.0,11.0,30.0,98.0,40.0,428.0,0.0,57.0,238.0,77.0,37,193,960102,9601.02,Wilkes County,2.74247491638796,28.695652173913043
Census Tract 9602; Wilkes County; North Carolina,1538.0,85.0,453.0,569.0,217.0,214.0,455.0,63.0,239.0,153.0,0.0,0.0,505.0,12.0,71.0,221.0,98.0,103.0,251.0,0.0,100.0,82.0,26.0,43.0,327.0,10.0,43.0,113.0,93.0,37,193,960200,9602,Wilkes County,5.526657997399219,32.11963589076723
Census Tract 9603; Wilkes County; North Carolina,2305.0,148.0,476.0,830.0,509.0,342.0,452.0,82.0,234.0,116.0,20.0,0.0,928.0,26.0,170.0,455.0,183.0,94.0,328.0,40.0,72.0,29.0,144.0,43.0,597.0,0.0,0.0,230.0,162.0,37,193,960300,9603,Wilkes County,6.4208242950108465,28.156182212581346
Census Tract 9604.01; Wilkes County; North Carolina,1369.0,42.0,294.0,454.0,223.0,356.0,281.0,32.0,138.0,93.0,0.0,18.0,726.0,0.0,13.0,318.0,103.0,292.0,100.0,10.0,36.0,11.0,27.0,16.0,262.0,0.0,107.0,32.0,93.0,37,193,960401,9604.01,Wilkes County,3.0679327976625275,17.60409057706355
Census Tract 9604.02; Wilkes County; North Carolina,1387.0,35.0,340.0,413.0,465.0,134.0,261.0,25.0,159.0,36.0,41.0,0.0,761.0,0.0,168.0,263.0,230.0,100.0,221.0,10.0,13.0,63.0,135.0,0.0,144.0,0.0,0.0,51.0,59.0,37,193,960402,9604.02,Wilkes County,2.523431867339582,23.792357606344627
Census Tract 9605; Wilkes County; North Carolina,1407.0,115.0,480.0,608.0,151.0,53.0,508.0,89.0,317.0,60.0,21.0,21.0,476.0,17.0,141.0,250.0,50.0,18.0,117.0,9.0,22.0,67.0,13.0,6.0,306.0,0.0,0.0,231.0,67.0,37,193,960500,9605,Wilkes County,8.173418621179815,40.93816631130064
Census Tract 9606; Wilkes County; North Carolina,1281.0,171.0,424.0,489.0,186.0,11.0,558.0,154.0,284.0,89.0,31.0,0.0,428.0,17.0,122.0,238.0,40.0,11.0,121.0,0.0,15.0,48.0,58.0,0.0,174.0,0.0,3.0,114.0,57.0,37,193,960600,9606,Wilkes County,13.348946135831383,36.924277907884466
Census Tract 9607; Wilkes County; North Carolina,1730.0,137.0,692.0,672.0,162.0,67.0,435.0,25.0,347.0,56.0,7.0,0.0,610.0,87.0,152.0,286.0,68.0,17.0,284.0,8.0,168.0,40.0,61.0,7.0,401.0,17.0,25.0,290.0,26.0,37,193,960700,9607,Wilkes County,7.919075144508671,46.9364161849711
Census Tract 9608.01; Wilkes County; North Carolina,1432.0,65.0,546.0,318.0,285.0,218.0,355.0,40.0,254.0,33.0,28.0,0.0,582.0,7.0,200.0,154.0,169.0,52.0,174.0,18.0,54.0,66.0,11.0,25.0,321.0,0.0,38.0,65.0,77.0,37,193,960801,9608.01,Wilkes County,4.539106145251397,34.07821229050279
Census Tract 9608.02; Wilkes County; North Carolina,1772.0,86.0,397.0,716.0,315.0,258.0,395.0,20.0,272.0,93.0,10.0,0.0,689.0,43.0,79.0,316.0,192.0,59.0,259.0,23.0,23.0,69.0,70.0,74.0,429.0,0.0,23.0,238.0,43.0,37,193,960802,9608.02,Wilkes County,4.853273137697517,29.232505643340858
Census Tract 9609.01; Wilkes County; North Carolina,854.0,32.0,188.0,365.0,164.0,105.0,267.0,32.0,149.0,10.0,56.0,20.0,427.0,0.0,39.0,291.0,49.0,48.0,108.0,0.0,0.0,64.0,44.0,0.0,52.0,0.0,0.0,0.0,15.0,37,193,960901,9609.01,Wilkes County,3.747072599531616,15.807962529274004
Census Tract 9609.02; Wilkes County; North Carolina,1148.0,49.0,541.0,254.0,104.0,200.0,506.0,49.0,279.0,92.0,0.0,86.0,389.0,0.0,170.0,96.0,81.0,42.0,61.0,0.0,0.0,27.0,23.0,11.0,192.0,0.0,92.0,39.0,0.0,37,193,960902,9609.02,Wilkes County,4.2682926829268295,32.8397212543554
Census Tract 9610.01; Wilkes County; North Carolina,1680.0,125.0,256.0,713.0,298.0,288.0,365.0,62.0,169.0,86.0,48.0,0.0,645.0,63.0,44.0,397.0,74.0,67.0,350.0,0.0,19.0,82.0,130.0,119.0,320.0,0.0,24.0,148.0,46.0,37,193,961001,9610.01,Wilkes County,7.440476190476191,26.30952380952381
Census Tract 9610.02; Wilkes County; North Carolina,2042.0,32.0,672.0,597.0,588.0,153.0,656.0,0.0,456.0,156.0,23.0,21.0,619.0,13.0,181.0,210.0,144.0,71.0,406.0,19.0,35.0,126.0,220.0,6.0,361.0,0.0,0.0,105.0,201.0,37,193,961002,9610.02,Wilkes County,1.5670910871694417,23.457394711067582
Census Tract 9611; Wilkes County; North Carolina,1495.0,192.0,458.0,408.0,188.0,249.0,582.0,180.0,234.0,76.0,35.0,57.0,372.0,0.0,129.0,139.0,58.0,46.0,279.0,12.0,75.0,67.0,58.0,67.0,262.0,0.0,20.0,126.0,37.0,37,193,961100,9611,Wilkes County,12.842809364548494,40.735785953177256
Census Tract 9612.01; Wilkes County; North Carolina,1513.0,112.0,221.0,603.0,341.0,236.0,218.0,0.0,131.0,55.0,32.0,0.0,783.0,35.0,90.0,329.0,163.0,166.0,119.0,19.0,0.0,39.0,39.0,22.0,393.0,58.0,0.0,180.0,107.0,37,193,961201,9612.01,Wilkes County,7.402511566424323,27.825512227362854
Census Tract 9612.02; Wilkes County; North Carolina,1142.0,44.0,399.0,207.0,271.0,221.0,341.0,44.0,263.0,17.0,17.0,0.0,396.0,0.0,54.0,155.0,138.0,49.0,151.0,0.0,25.0,23.0,69.0,34.0,254.0,0.0,57.0,12.0,47.0,37,193,961202,9612.02,Wilkes County,3.852889667250438,18.82661996497373
Census Tract 501.01; Yadkin County; North Carolina,2166.0,74.0,273.0,822.0,504.0,493.0,463.0,27.0,182.0,246.0,8.0,0.0,767.0,33.0,36.0,294.0,293.0,111.0,394.0,14.0,13.0,71.0,64.0,232.0,542.0,0.0,42.0,211.0,139.0,37,197,050101,501.01,Yadkin County,3.4164358264081254,20.63711911357341
Census Tract 501.02; Yadkin County; North Carolina,1537.0,43.0,440.0,431.0,336.0,287.0,423.0,0.0,267.0,103.0,53.0,0.0,605.0,37.0,50.0,244.0,178.0,96.0,273.0,6.0,37.0,33.0,62.0,135.0,236.0,0.0,86.0,51.0,43.0,37,197,050102,501.02,Yadkin County,2.797657774886142,19.518542615484712
Census Tract 502; Yadkin County; North Carolina,1878.0,74.0,497.0,544.0,427.0,336.0,640.0,28.0,382.0,148.0,78.0,4.0,762.0,21.0,84.0,296.0,228.0,133.0,221.0,10.0,20.0,29.0,64.0,98.0,255.0,15.0,11.0,71.0,57.0,37,197,050200,502,Yadkin County,3.940362087326944,15.388711395101172
Census Tract 503; Yadkin County; North Carolina,2564.0,306.0,773.0,676.0,409.0,400.0,1037.0,226.0,594.0,83.0,65.0,69.0,808.0,54.0,109.0,381.0,162.0,102.0,312.0,21.0,57.0,116.0,31.0,87.0,407.0,5.0,13.0,96.0,151.0,37,197,050300,503,Yadkin County,11.934477379095163,27.18408736349454
Census Tract 504.01; Yadkin County; North Carolina,1170.0,94.0,107.0,451.0,245.0,273.0,272.0,31.0,54.0,121.0,53.0,13.0,349.0,27.0,53.0,125.0,108.0,36.0,151.0,0.0,0.0,94.0,30.0,27.0,398.0,36.0,0.0,111.0,54.0,37,197,050401,504.01,Yadkin County,8.034188034188034,30.085470085470085
Census Tract 504.02; Yadkin County; North Carolina,1090.0,77.0,146.0,402.0,299.0,166.0,239.0,65.0,66.0,91.0,17.0,0.0,348.0,0.0,55.0,100.0,153.0,40.0,322.0,0.0,25.0,165.0,100.0,32.0,181.0,12.0,0.0,46.0,29.0,37,197,050402,504.02,Yadkin County,7.064220183486239,33.76146788990825
Census Tract 505.02; Yadkin County; North Carolina,1727.0,51.0,313.0,546.0,483.0,334.0,423.0,47.0,207.0,97.0,72.0,0.0,596.0,4.0,92.0,237.0,169.0,94.0,401.0,0.0,13.0,183.0,151.0,54.0,307.0,0.0,1.0,29.0,91.0,37,197,050502,505.02,Yadkin County,2.9530978575564566,21.36653155761436
Census Tract 505.03; Yadkin County; North Carolina,1371.0,44.0,439.0,547.0,149.0,192.0,570.0,44.0,291.0,235.0,0.0,0.0,427.0,0.0,95.0,215.0,50.0,67.0,143.0,0.0,28.0,66.0,0.0,49.0,231.0,0.0,25.0,31.0,99.0,37,197,050503,505.03,Yadkin County,3.209336250911744,21.079504011670313
Census Tract 505.04; Yadkin County; North Carolina,1390.0,44.0,364.0,350.0,456.0,176.0,360.0,23.0,223.0,48.0,51.0,15.0,567.0,21.0,100.0,155.0,217.0,74.0,179.0,0.0,5.0,95.0,40.0,39.0,284.0,0.0,36.0,52.0,148.0,37,197,050504,505.04,Yadkin County,3.1654676258992804,23.884892086330936
Census Tract 9702; Ashe County; North Carolina,1111.0,56.0,224.0,455.0,332.0,44.0,261.0,49.0,108.0,94.0,10.0,0.0,575.0,7.0,80.0,279.0,171.0,38.0,102.0,0.0,10.0,8.0,78.0,6.0,173.0,0.0,26.0,74.0,73.0,37,009,970200,9702,Ashe County,5.0405040504050405,22.862286228622864
Census Tract 9703; Ashe County; North Carolina,1093.0,68.0,371.0,324.0,232.0,98.0,367.0,57.0,167.0,86.0,28.0,29.0,399.0,0.0,73.0,129.0,177.0,20.0,196.0,0.0,119.0,37.0,15.0,25.0,131.0,11.0,12.0,72.0,12.0,37,009,970300,9703,Ashe County,6.221408966148216,34.85818847209515
Census Tract 9704; Ashe County; North Carolina,2236.0,141.0,823.0,698.0,372.0,202.0,859.0,132.0,601.0,83.0,30.0,13.0,763.0,2.0,126.0,407.0,144.0,84.0,285.0,7.0,95.0,15.0,71.0,97.0,329.0,0.0,1.0,193.0,127.0,37,009,970400,9704,Ashe County,6.305903398926654,25.536672629695886
Census Tract 9705.01; Ashe County; North Carolina,1244.0,58.0,311.0,381.0,265.0,229.0,395.0,57.0,225.0,47.0,66.0,0.0,558.0,0.0,66.0,221.0,129.0,142.0,149.0,0.0,20.0,62.0,18.0,49.0,142.0,1.0,0.0,51.0,52.0,37,009,970501,9705.01,Ashe County,4.662379421221865,20.659163987138264
Census Tract 9705.02; Ashe County; North Carolina,1235.0,179.0,211.0,581.0,184.0,80.0,382.0,157.0,153.0,68.0,4.0,0.0,533.0,22.0,43.0,341.0,107.0,20.0,102.0,0.0,15.0,43.0,39.0,5.0,218.0,0.0,0.0,129.0,34.0,37,009,970502,9705.02,Ashe County,14.493927125506072,33.11740890688259
Census Tract 9707.01; Ashe County; North Carolina,1952.0,0.0,747.0,857.0,258.0,90.0,518.0,0.0,414.0,104.0,0.0,0.0,1070.0,0.0,242.0,599.0,211.0,18.0,249.0,0.0,91.0,123.0,10.0,25.0,115.0,0.0,0.0,31.0,37.0,37,009,970701,9707.01,Ashe County,0.0,24.94877049180328
Census Tract 9707.02; Ashe County; North Carolina,990.0,0.0,192.0,508.0,176.0,114.0,176.0,0.0,86.0,90.0,0.0,0.0,565.0,0.0,106.0,355.0,83.0,21.0,125.0,0.0,0.0,43.0,44.0,38.0,124.0,0.0,0.0,20.0,49.0,37,009,970702,9707.02,Ashe County,0.0,17.07070707070707
Census Tract 9708.01; Ashe County; North Carolina,1009.0,53.0,187.0,549.0,90.0,130.0,239.0,17.0,131.0,77.0,14.0,0.0,474.0,6.0,41.0,336.0,76.0,15.0,162.0,30.0,15.0,84.0,0.0,33.0,134.0,0.0,0.0,52.0,0.0,37,009,970801,9708.01,Ashe County,5.2527254707631315,24.281466798810705
Census Tract 9708.02; Ashe County; North Carolina,1129.0,44.0,277.0,412.0,190.0,206.0,291.0,44.0,118.0,71.0,41.0,17.0,472.0,0.0,92.0,206.0,65.0,109.0,207.0,0.0,67.0,94.0,12.0,34.0,159.0,0.0,0.0,41.0,72.0,37,009,970802,9708.02,Ashe County,3.8972542072630643,29.937998228520815
Census Tract 9301; Avery County; North Carolina,1176.0,45.0,350.0,479.0,132.0,170.0,309.0,21.0,216.0,70.0,2.0,0.0,486.0,9.0,119.0,274.0,45.0,39.0,164.0,0.0,15.0,63.0,42.0,44.0,217.0,15.0,0.0,72.0,43.0,37,011,930100,9301,Avery County,3.826530612244898,26.700680272108844
Census Tract 9302; Avery County; North Carolina,1380.0,34.0,456.0,600.0,233.0,57.0,523.0,34.0,401.0,63.0,25.0,0.0,561.0,0.0,52.0,371.0,125.0,13.0,84.0,0.0,3.0,49.0,32.0,0.0,212.0,0.0,0.0,117.0,51.0,37,011,930200,9302,Avery County,2.4637681159420293,18.47826086956522
Census Tract 9303.01; Avery County; North Carolina,1609.0,95.0,636.0,606.0,215.0,57.0,655.0,81.0,486.0,77.0,0.0,11.0,684.0,0.0,120.0,442.0,120.0,2.0,153.0,14.0,7.0,34.0,70.0,28.0,117.0,0.0,23.0,53.0,25.0,37,011,930301,9303.01,Avery County,5.904288377874456,20.633934120571784
Census Tract 9303.02; Avery County; North Carolina,1116.0,119.0,303.0,369.0,204.0,121.0,213.0,76.0,110.0,21.0,4.0,2.0,506.0,40.0,113.0,209.0,102.0,42.0,96.0,3.0,7.0,40.0,36.0,10.0,301.0,0.0,73.0,99.0,62.0,37,011,930302,9303.02,Avery County,10.663082437275985,40.412186379928315
Census Tract 9304; Avery County; North Carolina,1278.0,19.0,253.0,472.0,291.0,243.0,314.0,19.0,194.0,63.0,38.0,0.0,438.0,0.0,59.0,256.0,69.0,54.0,228.0,0.0,0.0,91.0,51.0,86.0,298.0,0.0,0.0,62.0,133.0,37,011,930400,9304,Avery County,1.486697965571205,18.07511737089202
Census Tract 201; Burke County; North Carolina,1714.0,46.0,313.0,685.0,381.0,289.0,331.0,12.0,206.0,30.0,83.0,0.0,630.0,22.0,90.0,300.0,168.0,50.0,424.0,12.0,17.0,256.0,42.0,97.0,329.0,0.0,0.0,99.0,88.0,37,023,020100,201,Burke County,2.6837806301050176,29.638273045507585
Census Tract 202.02; Burke County; North Carolina,1664.0,65.0,405.0,743.0,286.0,165.0,366.0,0.0,241.0,85.0,9.0,31.0,672.0,19.0,106.0,377.0,134.0,36.0,257.0,0.0,42.0,70.0,91.0,54.0,369.0,46.0,16.0,211.0,52.0,37,023,020202,202.02,Burke County,3.90625,30.64903846153846
Census Tract 202.03; Burke County; North Carolina,1177.0,0.0,207.0,424.0,398.0,148.0,275.0,0.0,207.0,38.0,30.0,0.0,647.0,0.0,0.0,329.0,256.0,62.0,109.0,0.0,0.0,11.0,83.0,15.0,146.0,0.0,0.0,46.0,29.0,37,023,020203,202.03,Burke County,0.0,4.842820730671198
Census Tract 202.04; Burke County; North Carolina,1176.0,68.0,152.0,492.0,201.0,263.0,265.0,38.0,95.0,121.0,11.0,0.0,606.0,30.0,57.0,319.0,63.0,137.0,229.0,0.0,0.0,13.0,127.0,89.0,76.0,0.0,0.0,39.0,0.0,37,023,020204,202.04,Burke County,5.782312925170068,15.051020408163266
Census Tract 203.01; Burke County; North Carolina,2090.0,14.0,604.0,670.0,389.0,413.0,399.0,11.0,243.0,117.0,28.0,0.0,823.0,0.0,213.0,321.0,100.0,189.0,391.0,0.0,111.0,90.0,82.0,108.0,477.0,3.0,37.0,142.0,179.0,37,023,020301,203.01,Burke County,0.6698564593301436,29.04306220095694
Census Tract 203.03; Burke County; North Carolina,1965.0,96.0,313.0,678.0,385.0,493.0,577.0,80.0,195.0,129.0,8.0,165.0,589.0,16.0,114.0,263.0,136.0,60.0,454.0,0.0,4.0,200.0,152.0,98.0,345.0,0.0,0.0,86.0,89.0,37,023,020303,203.03,Burke County,4.885496183206107,25.44529262086514
Census Tract 203.04; Burke County; North Carolina,1076.0,10.0,250.0,329.0,170.0,317.0,394.0,10.0,178.0,117.0,0.0,89.0,369.0,0.0,48.0,174.0,126.0,21.0,221.0,0.0,12.0,13.0,25.0,171.0,92.0,0.0,12.0,25.0,19.0,37,023,020304,203.04,Burke County,0.929368029739777,11.152416356877323
Census Tract 205; Burke County; North Carolina,1229.0,76.0,440.0,491.0,139.0,83.0,403.0,47.0,238.0,105.0,0.0,13.0,325.0,9.0,18.0,249.0,41.0,8.0,161.0,20.0,9.0,54.0,39.0,39.0,340.0,0.0,175.0,83.0,59.0,37,023,020500,205,Burke County,6.183889340927584,33.76729048006509
Census Tract 206; Burke County; North Carolina,2569.0,314.0,1237.0,722.0,189.0,107.0,870.0,258.0,452.0,160.0,0.0,0.0,927.0,9.0,526.0,322.0,38.0,32.0,167.0,0.0,38.0,98.0,31.0,0.0,605.0,47.0,221.0,142.0,120.0,37,023,020600,206,Burke County,12.222654729466718,52.12144803425458
Census Tract 208.01; Burke County; North Carolina,2383.0,78.0,785.0,845.0,490.0,185.0,507.0,20.0,390.0,48.0,36.0,13.0,1106.0,58.0,222.0,458.0,264.0,104.0,456.0,0.0,155.0,138.0,102.0,61.0,314.0,0.0,18.0,201.0,88.0,37,023,020801,208.01,Burke County,3.273185060847671,34.07469576164498
Census Tract 208.02; Burke County; North Carolina,1230.0,23.0,430.0,371.0,335.0,71.0,355.0,6.0,264.0,76.0,9.0,0.0,590.0,7.0,117.0,248.0,167.0,51.0,130.0,0.0,49.0,11.0,70.0,0.0,155.0,10.0,0.0,36.0,89.0,37,023,020802,208.02,Burke County,1.8699186991869918,19.1869918699187
Census Tract 209.01; Burke County; North Carolina,1512.0,38.0,426.0,554.0,353.0,141.0,436.0,16.0,263.0,90.0,67.0,0.0,609.0,17.0,103.0,302.0,144.0,43.0,272.0,0.0,60.0,100.0,48.0,64.0,195.0,5.0,0.0,62.0,94.0,37,023,020901,209.01,Burke County,2.513227513227513,24.00793650793651
Census Tract 209.02; Burke County; North Carolina,1676.0,65.0,652.0,379.0,399.0,181.0,639.0,65.0,504.0,56.0,14.0,0.0,496.0,0.0,135.0,179.0,159.0,23.0,322.0,0.0,0.0,66.0,163.0,93.0,219.0,0.0,13.0,78.0,63.0,37,023,020902,209.02,Burke County,3.8782816229116945,21.30071599045346
